date,close,high,low,next_three_day_high,next_three_day_low,next_three_day_return
2010-09-15,2913.19,2965.54,2905.63,2917.85,2829.76,-0.028638708769424526
2010-09-16,2857.79,2917.85,2834.03,2877.08,2829.76,-0.009808278424936662
2010-09-17,2861.37,2877.08,2847.68,2905.53,2829.76,0.015433166629971067
2010-09-20,2849.83,2872.22,2829.76,2905.53,2844.13,0.019545025492748787
2010-09-21,2857.48,2869.38,2844.13,2908.73,2864.21,0.017935383624732282
2010-09-27,2905.03,2905.53,2864.21,2935.59,2857.42,-0.01638881526180457
2010-09-28,2880.91,2900.54,2875.66,3055.84,2857.42,0.06072039737444082
2010-09-29,2874.81,2908.73,2866.85,3154.2,2857.42,0.09718555313220696
2010-09-30,2935.57,2935.59,2857.42,3173.85,2963.24,0.0811699261131568
2010-10-08,3044.23,3055.84,2963.24,3221.65,3069.19,0.058280747512507294
2010-10-11,3132.89,3154.2,3069.19,3286.02,3106.22,0.04887819233998005
2010-10-12,3172.73,3173.85,3106.22,3327.68,3165.58,0.0488380669013751
2010-10-13,3217.58,3221.65,3165.58,3390.01,3199.12,0.05358996512907225
2010-10-14,3224.14,3286.02,3215.03,3390.01,3199.12,0.05144627714677413
2010-10-15,3327.68,3327.68,3199.12,3439.22,3280.0,0.03351884796615058
2010-10-18,3306.16,3390.01,3288.78,3439.22,3280.0,0.040246086093836946
2010-10-19,3375.67,3375.87,3280.0,3439.22,3301.01,-0.02211709082937605
2010-10-20,3396.88,3439.22,3301.01,3481.35,3344.96,0.024866936718400356
2010-10-21,3374.68,3418.09,3344.96,3499.82,3346.11,0.037082034444747454
2010-10-22,3378.66,3408.49,3346.11,3499.82,3366.43,0.03586037067950025
2010-10-25,3481.08,3481.35,3366.43,3499.82,3371.44,-0.031495972514277146
2010-10-26,3466.08,3499.82,3436.46,3490.22,3351.6,-0.033028666389696724
2010-10-27,3403.87,3490.22,3398.09,3472.99,3351.6,0.020306298419152286
2010-10-28,3397.69,3420.89,3371.44,3522.18,3351.6,0.03663959925714229
2010-10-29,3379.98,3404.6,3351.6,3522.18,3390.41,0.04207125485949616
2010-11-01,3472.99,3472.99,3390.41,3522.18,3419.08,-0.015522647632155537
2010-11-02,3463.13,3522.18,3449.72,3554.47,3419.08,0.02637498447935818
2010-11-03,3420.34,3474.71,3419.08,3554.47,3419.64,0.03921539963863231
2010-11-04,3480.51,3480.93,3419.64,3554.47,3498.28,0.021249759374344444
2010-11-05,3520.8,3554.47,3498.28,3549.3,3470.97,-0.014153033401499766
2010-11-08,3548.57,3549.3,3506.38,3557.99,3470.97,-0.02186796371496134
2010-11-09,3523.95,3547.44,3498.62,3557.99,3284.35,-0.06799188410732272
2010-11-10,3499.11,3508.28,3470.97,3557.99,3241.76,-0.07354727344953428
2010-11-11,3509.97,3557.99,3484.89,3497.06,3155.47,-0.10099801422804185
2010-11-12,3291.83,3497.06,3284.35,3319.98,3087.51,-0.062068818863671486
2010-11-15,3314.89,3319.98,3241.76,3311.62,3087.51,-0.06859352799037062
2010-11-16,3169.54,3311.62,3155.47,3178.85,3076.21,-0.029445913287101576
2010-11-17,3103.91,3168.93,3087.51,3200.47,3076.21,0.031109149427657357
2010-11-18,3147.96,3158.63,3097.39,3200.47,3061.62,-0.02742728624251901
2010-11-19,3178.85,3178.85,3076.21,3200.47,3061.62,-0.036878116299919786
2010-11-22,3171.94,3200.47,3137.75,3227.05,3061.62,-0.034779976922640454
2010-11-23,3107.18,3156.48,3061.62,3227.05,3088.99,0.038578389407758915
2010-11-24,3177.04,3177.41,3088.99,3227.05,3159.46,0.01574106715685047
2010-11-25,3223.48,3227.05,3172.28,3224.52,3060.44,-0.05057887748644321
2010-11-26,3194.85,3224.52,3170.36,3206.76,3060.44,-0.04207083274645128
2010-11-29,3190.05,3206.76,3159.46,3205.78,3060.44,-0.04062945721853893
2010-11-30,3136.99,3205.78,3060.44,3194.23,3111.64,0.01824679071339094
2010-12-01,3136.02,3150.44,3111.64,3194.23,3134.42,0.018561743866429434
2010-12-02,3155.06,3194.23,3154.32,3214.69,3112.22,0.0188997990529499
2010-12-03,3158.16,3171.38,3134.42,3215.28,3112.22,0.018086480735618318
2010-12-06,3165.57,3185.33,3140.55,3215.28,3112.22,-0.01685320495203087
2010-12-07,3200.34,3214.69,3112.22,3215.28,3101.08,-0.03101545460794797
2010-12-08,3171.88,3215.28,3166.77,3261.34,3101.08,0.02820409347137976
2010-12-09,3123.37,3175.05,3122.2,3279.36,3101.08,0.04994285019065953
2010-12-10,3161.98,3172.16,3101.08,3282.77,3173.56,0.03820074763281234
2010-12-13,3261.06,3261.34,3173.56,3282.77,3224.12,-0.011327605134526826
2010-12-14,3269.47,3279.36,3254.18,3282.77,3212.58,-0.017400373760884755
2010-12-15,3247.64,3282.77,3242.52,3258.39,3118.0,-0.039918217536426416
2010-12-16,3230.66,3258.39,3224.12,3251.55,3118.0,-0.034872131391108896
2010-12-17,3225.66,3232.84,3212.58,3263.45,3118.0,-0.03337611527563347
2010-12-20,3178.66,3249.76,3118.0,3263.45,3168.89,0.02667476232122969
2010-12-21,3249.51,3251.55,3168.89,3263.45,3139.45,-0.033869721896532215
2010-12-22,3215.45,3263.45,3201.67,3237.64,3092.26,-0.038311900356093116
2010-12-23,3188.61,3237.64,3183.15,3219.66,3041.33,-0.046189405414898715
2010-12-24,3162.95,3187.72,3139.45,3219.66,3025.22,-0.04354479204540066
2010-12-27,3099.71,3219.66,3092.26,3095.36,3025.22,-0.024031280345580792
2010-12-28,3044.93,3095.36,3041.33,3129.45,3025.22,0.02775761675966278
2010-12-29,3061.83,3062.56,3025.22,3194.36,3027.9,0.043284571645062005
2010-12-30,3064.1,3079.91,3027.9,3194.36,3067.11,0.0425116673737803
2010-12-31,3128.26,3129.45,3067.11,3198.05,3143.6,0.022309526701744728
2011-01-04,3189.68,3194.36,3143.6,3209.9,3141.13,-0.015220962604399103
2011-01-05,3175.66,3193.78,3158.87,3209.9,3102.43,-0.02305977340143467
2011-01-06,3159.64,3198.05,3152.57,3209.9,3084.51,-0.02377802534465941
2011-01-07,3166.62,3209.9,3141.13,3182.78,3084.51,-0.025929855808401285
2011-01-10,3108.19,3182.78,3102.43,3157.04,3084.51,0.015716542425012598
2011-01-11,3124.92,3131.29,3084.51,3157.04,3083.51,-0.013251539239404482
2011-01-12,3142.34,3153.43,3099.41,3157.04,2968.61,-0.055286824468389804
2011-01-13,3141.28,3157.04,3127.16,3129.67,2947.6,-0.06165639484541342
2011-01-14,3091.86,3129.67,3083.51,3078.88,2947.6,-0.04665799874509202
2011-01-17,2974.35,3078.88,2968.61,3045.61,2944.5,0.02395817573587514
2011-01-18,2977.65,2984.47,2947.6,3045.61,2935.14,0.02282336742061694
2011-01-19,3044.85,3045.61,2967.24,3037.86,2935.14,-0.03603133159268931
2011-01-20,2944.71,3037.86,2944.5,3030.26,2919.16,0.029052096810891458
2011-01-21,2983.46,3030.26,2935.14,2999.2,2919.16,-0.02155215756202536
2011-01-24,2954.23,2999.2,2943.92,3037.16,2919.16,0.028071612569095784
2011-01-25,2938.65,2960.59,2919.16,3047.27,2935.27,0.03696255083116393
2011-01-26,2978.43,2982.32,2939.36,3076.55,2935.27,0.03294353065205506
2011-01-27,3026.47,3037.16,2935.27,3087.22,3011.38,0.02007289019881248
2011-01-28,3036.74,3047.27,3011.38,3087.55,3031.75,0.01673175839880938
2011-01-31,3076.51,3076.55,3032.45,3105.32,3024.35,-0.01695427611156808
2011-02-01,3077.28,3087.22,3062.83,3133.5,3024.35,0.018269380751832723
2011-02-09,3040.95,3087.55,3031.75,3227.43,3024.35,0.061322941843831705
2011-02-10,3104.16,3105.32,3024.35,3259.64,3092.58,0.050087624349260354
2011-02-11,3120.96,3133.5,3092.58,3259.64,3123.25,0.04443504562698652
2011-02-14,3219.14,3227.43,3123.25,3265.26,3195.47,0.01432680778096024
2011-02-15,3217.67,3259.64,3215.62,3265.26,3195.47,0.014790205334916304
2011-02-16,3248.53,3248.85,3195.47,3265.26,3189.85,-0.018063554900216494
2011-02-17,3245.91,3265.26,3218.91,3269.05,3161.83,-0.02590336762263893
2011-02-18,3211.88,3242.37,3203.12,3269.05,3145.99,-0.020514465048507517
2011-02-21,3257.91,3258.28,3189.85,3269.05,3145.99,-0.034353312399667296
2011-02-22,3163.58,3269.05,3161.83,3213.79,3145.99,0.015871259775317847
2011-02-23,3174.74,3182.18,3145.99,3241.6,3157.97,0.021059992314331293
2011-02-24,3190.93,3195.69,3157.97,3273.51,3159.85,0.02587960249833133
2011-02-25,3197.62,3213.79,3159.85,3273.51,3178.83,0.02373327662448957
2011-02-28,3239.56,3241.6,3178.83,3273.51,3202.83,-0.011337959475978225
2011-03-01,3254.89,3273.51,3235.75,3273.66,3202.83,-0.01599439612398574
2011-03-02,3243.3,3257.42,3202.83,3337.47,3217.48,0.029035241883266925
2011-03-03,3221.72,3271.64,3221.04,3342.71,3217.48,0.037554474007673
2011-03-04,3270.67,3273.66,3217.48,3355.49,3287.41,0.02593352432376232
2011-03-07,3334.51,3337.47,3287.41,3355.49,3279.33,-0.016548158500049568
2011-03-08,3337.46,3342.71,3311.72,3355.49,3240.18,-0.029147914881376916
2011-03-09,3338.86,3355.49,3322.7,3330.44,3230.11,-0.03257099728649898
2011-03-10,3280.26,3330.44,3279.33,3290.7,3147.96,-0.040332168791498285
2011-03-11,3247.38,3290.7,3240.18,3263.91,3147.96,-0.03061544999353327
2011-03-14,3262.92,3263.91,3230.11,3250.88,3147.96,-0.035232245963738015
2011-03-15,3203.96,3250.59,3147.96,3250.88,3185.08,0.01464437758274138
2011-03-16,3248.2,3250.88,3202.93,3240.38,3185.08,-0.01943230096668921
2011-03-17,3197.1,3240.38,3185.08,3239.96,3175.93,0.013405899096055841
2011-03-18,3215.68,3239.96,3205.14,3267.0,3175.93,0.015959299432779434
2011-03-21,3207.11,3236.28,3194.14,3273.37,3175.93,0.020660345295296936
2011-03-22,3222.96,3227.8,3175.93,3304.26,3216.65,0.025225258768337238
2011-03-23,3264.93,3267.0,3216.65,3328.07,3250.02,0.019338852594083283
2011-03-24,3251.36,3273.37,3250.02,3328.07,3254.68,0.02359320407460264
2011-03-25,3294.48,3304.26,3254.68,3328.07,3233.11,-0.018628129477186048
2011-03-28,3290.57,3328.07,3286.86,3309.2,3210.17,-0.024433456817511887
2011-03-29,3257.98,3309.2,3256.34,3274.98,3210.17,-0.01467473710704177
2011-03-30,3256.08,3274.98,3233.11,3315.3,3210.17,0.018187513820299334
2011-03-31,3223.29,3264.96,3210.17,3330.8,3220.91,0.03335411954865998
2011-04-01,3272.73,3272.77,3220.91,3353.89,3268.76,0.024798868223165325
2011-04-06,3311.07,3315.3,3268.76,3380.53,3302.82,0.0209781128154947
2011-04-07,3324.42,3330.8,3302.82,3380.53,3307.48,0.0168781321253031
2011-04-08,3353.36,3353.89,3314.09,3380.53,3296.51,-0.016953145501825008
2011-04-11,3333.43,3380.53,3331.17,3378.7,3296.51,0.013580606162421285
2011-04-12,3326.77,3350.16,3307.48,3378.7,3296.51,0.015609735569335974
2011-04-13,3372.03,3372.03,3296.51,3378.7,3323.56,-0.014374130716512086
2011-04-14,3353.56,3378.7,3347.49,3378.11,3290.74,-0.01873233220816093
2011-04-15,3358.94,3378.11,3323.56,3372.9,3281.83,-0.022956647037458283
2011-04-18,3359.44,3372.9,3335.6,3334.91,3281.83,-0.023102064629819292
2011-04-19,3295.81,3334.91,3290.74,3330.24,3281.83,0.01044659734632756
2011-04-20,3295.76,3311.72,3281.83,3330.24,3247.69,-0.014585406704371726
2011-04-21,3317.37,3330.24,3301.94,3325.46,3216.21,-0.030494035938107556
2011-04-22,3299.94,3325.46,3291.64,3292.48,3189.04,-0.033606671636454026
2011-04-25,3249.57,3292.48,3247.69,3257.8,3160.41,-0.02743747634302394
2011-04-26,3230.96,3257.8,3216.21,3256.41,3147.14,-0.025942753856439002
2011-04-27,3209.5,3256.41,3189.04,3237.19,3147.14,-0.019429817728618206
2011-04-28,3161.78,3237.19,3160.41,3212.05,3120.96,0.01589927192910322
2011-04-29,3192.72,3193.6,3147.14,3212.05,3105.85,-0.027208774963040885
2011-05-03,3211.13,3212.05,3164.93,3193.45,3083.91,-0.039618452071389275
2011-05-04,3129.03,3193.45,3120.96,3149.94,3083.91,-0.014419804220477382
2011-05-05,3126.12,3136.9,3105.85,3153.3,3083.91,-0.013502360753905812
2011-05-06,3121.4,3141.68,3083.91,3164.65,3118.14,0.013855962068302684
2011-05-09,3129.76,3149.94,3118.14,3164.65,3101.14,0.011147819641122601
2011-05-10,3153.22,3153.3,3121.75,3164.65,3080.19,-0.02316045185556344
2011-05-11,3145.09,3164.65,3127.49,3142.4,3080.19,-0.020635339529234485
2011-05-12,3101.6,3142.4,3101.14,3137.6,3076.95,0.011606912561258705
2011-05-13,3128.09,3128.44,3080.19,3145.7,3076.95,-0.016348634470235934
2011-05-16,3100.46,3137.6,3098.78,3154.93,3076.95,0.017568360823877683
2011-05-17,3116.03,3136.23,3076.95,3154.93,3106.55,0.012483833595953708
2011-05-18,3139.38,3145.7,3106.55,3154.93,3021.45,-0.03756474208283173
2011-05-19,3120.64,3154.93,3118.62,3133.43,2999.89,-0.0386939858490566
2011-05-20,3121.6,3133.43,3113.27,3115.31,2988.09,-0.0427697334700153
2011-05-23,3022.98,3115.31,3021.45,3030.99,2977.6,-0.015011677219167878
2011-05-24,3026.22,3029.75,2999.89,3030.99,2962.07,-0.02119806226910127
2011-05-25,2990.34,3030.99,2988.09,3021.2,2942.36,-0.016044998227626294
2011-05-26,2978.38,3021.2,2977.6,3001.73,2942.36,-0.012093822816430401
2011-05-27,2963.31,2996.61,2962.07,3006.56,2942.36,0.014595165541235983
2011-05-30,2954.51,2982.58,2942.36,3006.56,2923.02,0.017617134482536774
2011-05-31,3001.56,3001.73,2946.15,3006.56,2923.02,-0.026166393475392784
2011-06-01,3004.17,3006.56,2985.71,3006.57,2923.02,-0.027012452690759872
2011-06-02,2955.7,2984.49,2923.02,3012.81,2951.2,0.01932198802314177
2011-06-03,2986.35,2993.89,2951.2,3012.81,2951.89,-0.011539169889664653
2011-06-07,3004.26,3006.57,2974.36,3012.81,2925.87,-0.02609294801382048
2011-06-08,3008.65,3012.81,2965.92,3004.06,2921.75,-0.028883386236351883
2011-06-09,2951.89,3004.06,2951.89,3000.53,2921.75,0.016477578771566803
2011-06-10,2961.93,2964.08,2925.87,3000.53,2921.75,-0.013565479265208779
2011-06-13,2950.35,2957.52,2921.75,3000.53,2915.4,0.017008151575236937
2011-06-14,2993.56,3000.53,2943.53,2999.15,2891.01,-0.034256871417309064
2011-06-15,2963.12,2999.15,2963.11,2946.82,2862.41,-0.03398782364534681
2011-06-16,2917.58,2946.82,2915.4,2934.06,2862.41,-0.018909507194318605
2011-06-17,2892.16,2934.06,2891.01,2921.03,2862.41,-0.010286429519805268
2011-06-20,2874.9,2896.08,2862.41,2966.54,2877.05,0.03187589133535075
2011-06-21,2909.07,2909.57,2877.05,3047.94,2888.68,0.04773690560900903
2011-06-22,2908.58,2921.03,2894.18,3056.02,2888.68,0.050691402677595275
2011-06-23,2957.63,2966.54,2888.68,3056.02,2944.05,0.03326650054266418
2011-06-24,3027.47,3047.94,2944.05,3056.02,2999.95,0.009430316402805044
2011-06-27,3036.49,3056.02,3019.24,3058.63,2999.95,-0.012033630935718532
2011-06-28,3041.73,3046.8,3014.0,3071.21,2999.95,-0.013735604409332913
2011-06-29,3000.17,3043.82,2999.95,3124.58,3003.23,0.04146765016649052
2011-06-30,3044.09,3058.63,3003.23,3128.53,3034.07,0.027738995890397477
2011-07-01,3049.74,3071.21,3034.07,3128.53,3064.93,0.025834989212195278
2011-07-04,3121.98,3124.58,3064.93,3140.1,3084.83,-0.011899499676487386
2011-07-05,3122.5,3128.53,3105.09,3140.1,3084.83,-0.012064051240992817
2011-07-06,3113.71,3116.12,3084.83,3140.1,3086.26,-0.008815849902527794
2011-07-07,3101.68,3140.1,3101.1,3124.39,3054.8,-0.01511438962110845
2011-07-08,3109.18,3124.39,3093.37,3121.0,3054.8,-0.017490142095343355
2011-07-11,3113.21,3121.0,3086.26,3126.15,3054.8,-0.01876198521782978
2011-07-12,3056.91,3090.1,3054.8,3130.78,3060.42,0.024164924711555246
2011-07-13,3106.25,3108.5,3060.42,3137.92,3092.47,0.010195573440643887
2011-07-14,3115.74,3126.15,3092.47,3137.92,3088.38,-0.0087812205126229
2011-07-15,3128.89,3130.78,3097.34,3137.92,3071.85,-0.01823010716260398
2011-07-18,3122.6,3137.92,3113.67,3119.54,3058.26,-0.020604624351501854
2011-07-19,3095.13,3109.92,3088.38,3119.54,3058.26,-0.011912262166694094
2011-07-20,3091.57,3119.54,3071.85,3099.28,2958.88,-0.04291994035393022
2011-07-21,3059.14,3099.28,3058.26,3083.19,2957.61,-0.033189066208149924
2011-07-22,3067.99,3083.19,3059.6,3050.9,2951.52,-0.03796296598098423
2011-07-25,2968.29,3050.9,2958.88,3002.69,2951.52,0.011589164131537044
2011-07-26,2977.77,2980.86,2957.61,3002.69,2948.08,-0.009970548430536965
2011-07-27,3000.05,3002.69,2951.52,2995.97,2948.08,-0.017323044615923152
2011-07-28,2981.0,2984.38,2956.71,2995.97,2919.01,-0.02079503522307943
2011-07-29,2972.08,2995.97,2948.08,2991.05,2919.01,-0.017856181529433836
2011-08-01,2977.72,2991.05,2958.83,2983.01,2919.01,-0.019716427333664546
2011-08-02,2956.38,2958.85,2919.01,2983.01,2868.16,-0.029840548238047968
2011-08-03,2954.87,2969.13,2927.1,2983.01,2747.97,-0.07002000087990339
2011-08-04,2960.31,2983.01,2951.84,2916.41,2697.06,-0.08892649756275525
2011-08-05,2897.42,2916.41,2868.16,2888.77,2697.06,-0.06915117587370838
2011-08-08,2793.9,2888.77,2747.97,2867.31,2697.06,-0.03466122624288634
2011-08-09,2798.19,2812.77,2697.06,2894.22,2777.76,0.03431861310347037
2011-08-10,2824.12,2858.55,2820.12,2917.88,2777.76,0.03319972239139988
2011-08-11,2866.92,2867.31,2777.76,2932.14,2868.87,0.02274915240048547
2011-08-12,2875.36,2894.22,2868.87,2932.14,2870.19,0.019747092537977764
2011-08-15,2917.88,2917.88,2870.19,2932.14,2832.27,-0.029339794645427544
2011-08-16,2897.58,2932.14,2888.33,2910.84,2782.56,-0.039695193920443954
2011-08-17,2886.01,2910.84,2881.63,2890.0,2768.42,-0.04074483456398285
2011-08-18,2834.25,2890.0,2832.27,2829.69,2768.42,-0.02322660315780186
2011-08-19,2807.66,2814.1,2782.56,2845.47,2768.42,-0.013976051231274366
2011-08-22,2777.79,2829.69,2768.42,2904.44,2777.29,0.04559379938728273
2011-08-23,2821.0,2821.0,2777.29,2907.4,2804.82,0.030627437079050013
2011-08-24,2810.02,2845.47,2804.82,2907.4,2815.91,0.03465455761880702
2011-08-25,2903.84,2904.44,2815.91,2907.4,2838.33,-0.022559782908149282
2011-08-26,2901.22,2907.4,2876.83,2901.73,2823.77,-0.026695665961216256
2011-08-29,2852.81,2875.78,2847.48,2901.73,2823.77,0.01714800494950595
2011-08-30,2841.74,2901.73,2838.33,2869.25,2790.77,-0.017936194021972385
2011-08-31,2846.78,2855.3,2823.77,2869.25,2743.38,-0.03632173894716138
2011-09-01,2834.53,2869.25,2825.96,2836.62,2711.07,-0.043555721759868486
2011-09-02,2803.85,2836.62,2790.77,2780.83,2711.07,-0.033090215239759524
2011-09-05,2743.82,2780.83,2743.38,2789.11,2711.07,0.01650618480804133
2011-09-06,2723.3,2745.36,2711.07,2796.35,2730.05,0.02682407373407253
2011-09-07,2779.09,2779.2,2730.05,2796.35,2698.66,-0.02894112821103321
2011-09-08,2756.11,2789.11,2755.8,2796.35,2677.13,-0.02865633084310859
2011-09-09,2751.09,2796.35,2739.62,2754.19,2677.13,-0.02688388965828091
2011-09-13,2720.28,2726.18,2698.66,2755.89,2677.13,-0.01586233770053086
2011-09-14,2733.11,2736.91,2677.13,2755.89,2678.8,-0.01987113581231635
2011-09-15,2729.05,2754.19,2728.91,2755.89,2664.1,-0.02379949066524991
2011-09-16,2733.99,2755.89,2728.99,2778.35,2664.1,-0.02556337075117315
2011-09-19,2679.27,2718.32,2678.8,2778.35,2664.1,0.03698022222471044
2011-09-20,2689.84,2702.28,2664.1,2778.35,2631.43,0.03290530291764557
2011-09-21,2771.01,2778.35,2677.35,2754.92,2603.11,-0.06059162543621282
2011-09-22,2685.69,2754.92,2684.94,2681.23,2603.11,-0.030748150382210876
2011-09-23,2669.48,2681.23,2631.43,2679.56,2602.63,-0.025042330341489696
2011-09-26,2610.92,2679.56,2603.11,2660.1,2577.29,0.018836272271842813
2011-09-27,2637.88,2652.56,2613.42,2660.1,2572.19,-0.024902573278541878
2011-09-28,2610.59,2660.1,2602.63,2615.14,2552.28,-0.02233594704645308
2011-09-29,2588.18,2615.14,2577.29,2635.69,2526.65,-0.023773462433060975
2011-09-30,2581.35,2607.57,2572.19,2647.01,2523.34,0.0254363027098225
2011-10-10,2557.08,2595.32,2552.28,2672.91,2523.34,0.04529776150922143
2011-10-11,2551.99,2635.69,2526.65,2672.91,2523.34,0.047382630809681886
2011-10-12,2644.76,2647.01,2523.34,2687.1,2629.41,0.016009014050424118
2011-10-13,2662.6,2672.91,2629.41,2687.1,2589.2,-0.02756703973559682
2011-10-14,2653.78,2665.44,2629.88,2687.1,2580.66,-0.027553150600275963
2011-10-17,2666.95,2687.1,2653.38,2651.73,2500.49,-0.06241586831399166
2011-10-18,2592.21,2651.73,2589.2,2617.41,2500.49,-0.035382935796096866
2011-10-19,2583.08,2617.41,2580.66,2581.13,2500.49,-0.03197345804233711
2011-10-20,2520.53,2570.1,2500.49,2633.97,2501.96,0.04500640738257414
2011-10-21,2507.88,2538.12,2504.69,2679.66,2501.96,0.06849610029187989
2011-10-24,2576.67,2581.13,2501.96,2679.66,2560.05,0.039970194087717785
2011-10-25,2625.43,2633.97,2560.05,2729.14,2611.01,0.039502100608281326
2011-10-26,2651.65,2679.66,2611.01,2729.14,2647.3,0.029223313785755954
2011-10-27,2657.48,2672.84,2647.3,2729.14,2669.05,0.026965395788491296
2011-10-28,2709.02,2729.14,2689.38,2742.94,2653.72,-0.02041328598533794
2011-10-31,2695.31,2709.32,2680.99,2781.04,2653.72,0.031807101966007625
2011-11-01,2697.53,2726.09,2669.05,2781.99,2653.72,0.0313101244471793
2011-11-02,2742.39,2742.94,2653.72,2781.99,2733.17,0.014439959305569197
2011-11-03,2744.3,2781.04,2743.2,2781.99,2723.69,0.013733921218525525
2011-11-04,2763.75,2781.99,2748.98,2769.3,2710.05,-0.019430122116689215
2011-11-07,2736.25,2769.3,2733.17,2756.09,2698.31,-0.013865692096847895
2011-11-08,2727.71,2756.09,2723.69,2755.81,2685.1,-0.015621162073680899
2011-11-09,2751.65,2755.81,2710.05,2751.88,2685.1,-0.024185488706776
2011-11-10,2699.59,2729.57,2698.31,2754.0,2685.1,0.020154912412625566
2011-11-11,2695.0,2713.91,2685.1,2754.0,2659.15,0.02189239332096475
2011-11-14,2750.2,2751.88,2714.86,2754.0,2659.15,-0.03310668315031624
2011-11-15,2744.68,2754.0,2732.91,2746.29,2601.18,-0.05228296194820526
2011-11-16,2670.12,2746.29,2659.15,2687.83,2587.74,-0.030852545952990917
2011-11-17,2662.02,2687.83,2660.65,2646.21,2580.78,-0.03051817792503429
2011-11-18,2606.49,2646.21,2601.18,2617.09,2578.16,-0.010869023092357894
2011-11-21,2609.69,2613.26,2587.74,2617.09,2557.7,-0.019921906433331252
2011-11-22,2609.47,2611.15,2580.78,2617.09,2557.7,-0.01983927770773375
2011-11-23,2584.01,2617.09,2578.16,2604.24,2557.7,-0.010181849141450846
2011-11-24,2588.91,2604.24,2557.7,2609.19,2562.49,-0.010205066997307777
2011-11-25,2569.97,2598.39,2563.65,2609.19,2507.18,-0.02443219181546865
2011-11-28,2573.32,2589.35,2562.49,2630.66,2507.18,-0.025702205710910545
2011-11-29,2608.57,2609.19,2580.29,2630.66,2507.18,-0.03886803881053617
2011-11-30,2521.52,2601.9,2507.18,2630.66,2517.18,0.043283416352041575
2011-12-01,2583.61,2630.66,2577.72,2575.69,2499.57,-0.03252812924551304
2011-12-02,2557.31,2575.69,2543.53,2561.2,2499.57,-0.022578412472480765
2011-12-05,2521.39,2561.2,2517.18,2549.1,2494.69,0.010989969818235195
2011-12-06,2516.34,2525.67,2499.57,2549.1,2494.69,0.013018908414602065
2011-12-07,2528.23,2534.53,2509.78,2549.1,2476.12,-0.020611257678296725
2011-12-08,2525.0,2549.1,2494.69,2525.16,2418.67,-0.042110891089108884
2011-12-09,2503.46,2525.16,2496.97,2502.05,2392.3,-0.044402546875124765
2011-12-12,2477.69,2502.05,2476.12,2472.66,2340.45,-0.05539030306454812
2011-12-13,2421.93,2472.66,2418.67,2433.55,2332.14,-0.03707373871251439
2011-12-14,2397.48,2433.55,2392.3,2390.38,2321.66,-0.03162487278308898
2011-12-15,2340.79,2384.47,2340.45,2412.57,2321.66,0.03066486100846304
2011-12-16,2390.13,2390.38,2332.14,2412.57,2321.66,-0.028646977361064148
2011-12-19,2384.41,2387.89,2321.66,2412.57,2294.61,-0.037661308248161905
2011-12-20,2377.07,2412.57,2373.86,2404.78,2294.61,-0.034689765131022655
2011-12-21,2339.11,2404.78,2337.69,2382.71,2294.61,-0.019024329766449632
2011-12-22,2341.34,2358.47,2294.61,2382.71,2302.41,0.017669368822981663
2011-12-23,2359.16,2382.71,2331.96,2369.82,2267.11,-0.039018125095372815
2011-12-26,2335.7,2369.82,2334.79,2346.38,2267.11,-0.02936592884360136
2011-12-27,2305.03,2346.38,2302.41,2349.03,2267.11,0.019088688650473095
2011-12-28,2307.93,2309.64,2267.11,2365.99,2293.87,0.025156742188887856
2011-12-29,2311.36,2323.49,2293.87,2365.99,2272.15,0.023635435414647504
2011-12-30,2345.74,2349.03,2318.67,2365.99,2254.57,-0.038866200005115495
2012-01-04,2298.75,2365.99,2298.3,2368.89,2254.57,0.03051223491027727
2012-01-05,2276.39,2316.66,2272.15,2449.95,2254.57,0.07624352593360538
2012-01-06,2290.6,2291.89,2254.57,2453.15,2271.72,0.07096393957914965
2012-01-09,2368.57,2368.89,2271.72,2464.38,2361.28,0.0404505672198837
2012-01-10,2447.35,2449.95,2361.28,2464.38,2374.55,-0.02974646045722914
2012-01-11,2435.61,2453.15,2423.32,2464.38,2345.63,-0.03694351722976996
2012-01-12,2435.22,2464.38,2423.32,2462.43,2329.25,-0.043515575594812714
2012-01-13,2394.33,2445.79,2374.55,2485.5,2329.25,0.038077457994512065
2012-01-16,2345.65,2394.5,2345.63,2485.5,2329.25,0.05962100057553339
2012-01-17,2460.6,2462.43,2329.25,2510.34,2414.53,0.0202145818093149
2012-01-18,2422.19,2485.5,2414.53,2510.34,2414.99,0.03639268595774901
2012-01-19,2468.35,2480.21,2414.99,2510.34,2447.77,0.017011363866550624
2012-01-20,2504.09,2510.34,2462.59,2508.88,2423.45,-0.03220331537604492
2012-01-30,2460.72,2508.88,2460.4,2486.24,2423.45,-0.01514597353620078
2012-01-31,2464.26,2472.84,2447.77,2514.64,2423.45,0.020444271302540985
2012-02-01,2428.99,2481.66,2423.45,2520.76,2429.71,0.037781135369021876
2012-02-02,2486.24,2486.24,2429.71,2520.76,2441.7,-0.017914601969238678
2012-02-03,2506.09,2514.64,2470.28,2534.16,2441.7,-0.02569341085116669
2012-02-06,2504.32,2520.76,2488.71,2546.03,2441.7,-0.025004791719908135
2012-02-07,2457.95,2489.03,2441.7,2560.03,2451.0,0.04153054374580459
2012-02-08,2528.24,2534.16,2451.0,2560.03,2496.3,-0.012633294307502296
2012-02-09,2529.23,2546.03,2513.13,2560.03,2496.3,-0.013019772816232544
