2015-08-20,-0.1972351088011272
2015-06-24,-0.1801591351050075
2015-08-21,-0.177607715751879
2015-08-19,-0.15943584122033683
2015-06-30,-0.15361055220210149
2015-06-25,-0.1499175611704615
2015-07-23,-0.1466520498446179
2015-06-17,-0.1330069295929229
2015-07-24,-0.13142318043809317
2013-06-20,-0.12849616837607195
2013-06-21,-0.1269617975394732
2015-07-06,-0.11521955513762525
2009-08-27,-0.1143142286854863
2015-07-01,-0.1098325425227251
2009-08-26,-0.10926147163495027
2009-08-14,-0.10831045968556964
2015-06-23,-0.10601764697278987
2009-08-13,-0.10393452723478715
2015-12-30,-0.10302296304559136
2015-05-26,-0.10259823194047987
2010-11-11,-0.10099801422804185
2009-02-23,-0.10094669941256511
2015-08-17,-0.1004642129346938
2015-05-27,-0.0995690378910841
2015-08-14,-0.09950804460002846
2015-07-07,-0.09933044806517313
2015-08-24,-0.09876874887422797
2013-06-19,-0.09848547959812727
2016-01-06,-0.09812956062613534
2015-06-18,-0.09638275648761299
2015-12-31,-0.0948081082602298
2016-02-24,-0.09272724349182361
2016-01-25,-0.09255678531364156
2011-08-04,-0.08892649756275525
2015-07-02,-0.08870009737098347
2016-01-22,-0.08805958644080863
2015-11-25,-0.08634946491044818
2015-01-16,-0.0851326630262851
2015-06-16,-0.08492503188662186
2015-07-13,-0.08440314259190235
2009-02-25,-0.08328523380709552
2009-08-28,-0.08247723826465987
2009-02-16,-0.08230310611475715
2015-07-22,-0.08178419882804602
2015-11-26,-0.08095908156289643
2009-07-28,-0.0804564648998089
2009-02-24,-0.08027890609726958
2010-05-05,-0.07833973896633828
2015-12-29,-0.07786798090316552
2010-04-15,-0.07765637473965778
2009-07-27,-0.07746224920732023
2015-06-26,-0.07731672274508261
2015-01-15,-0.07725602921101409
2009-08-12,-0.07650556307764764
2010-11-10,-0.07354727344953428
2013-06-05,-0.07238316917525216
2015-06-12,-0.07231715934629272
2009-11-25,-0.07227733956353681
2010-06-28,-0.07074919573907347
2011-08-03,-0.07002000087990339
2010-05-13,-0.06925744134732294
2010-06-25,-0.06923608243278301
2016-01-05,-0.06923404181925857
2011-08-05,-0.06915117587370838
2009-09-17,-0.06912141200566242
2010-11-15,-0.06859352799037062
2016-02-22,-0.06842542331036557
2009-09-21,-0.06836626566103601
2009-08-05,-0.06831972712740646
2013-06-24,-0.06818317896472473
2010-11-09,-0.06799188410732272
2015-09-10,-0.06718569437329487
2010-04-16,-0.06714774768869566
2010-04-14,-0.06706505548357528
2010-05-04,-0.06699895676364892
2015-05-04,-0.06689586318388212
2009-08-04,-0.06520608142903554
2009-08-24,-0.06517215754272976
2015-08-18,-0.06462836663259625
2015-09-11,-0.06447796509908316
2015-08-13,-0.06352902494442342
2010-05-14,-0.06312717484536376
2011-10-17,-0.06241586831399166
2009-08-11,-0.062324610980828844
2015-09-09,-0.06228635307269144
2015-07-14,-0.06221319747577289
2010-11-12,-0.062068818863671486
2013-06-18,-0.061672606398372555
2011-01-13,-0.06165639484541342
2016-01-08,-0.0611858779852211
2010-01-19,-0.061095145232474585
2014-12-22,-0.060683816077867665
2011-09-21,-0.06059162543621282
2009-04-20,-0.06048004372763306
2013-06-06,-0.060383568580290016
2016-02-23,-0.06033935831369614
2010-06-24,-0.06013055303717133
2014-02-20,-0.06004529080544185
2014-12-08,-0.059851577678856904
2009-08-18,-0.059826796427479276
2009-03-05,-0.05926452978845249
2015-11-24,-0.05847267767569109
2009-07-24,-0.0583276074556381
2009-08-10,-0.05803009699425033
2015-09-02,-0.05794113190505759
2009-12-16,-0.057873126783347106
2015-06-02,-0.05780850738201459
2009-08-21,-0.057591100068048025
2014-12-19,-0.057543664669526005
2015-09-01,-0.05689037738542806
2015-06-15,-0.0564509487337129
2014-02-21,-0.0561809662189914
2010-04-30,-0.05606449846121755
2013-02-18,-0.055785086229255335
2013-07-16,-0.05569816856138228
2011-12-12,-0.05539030306454812
2011-01-12,-0.055286824468389804
2009-12-15,-0.055160827607762676
2015-06-11,-0.05489777804578829
2010-01-21,-0.054694490651504966
2015-06-03,-0.05446001722532315
2010-01-22,-0.05431643990256066
2013-02-28,-0.05410480561696456
2013-07-17,-0.05389339594540143
2016-01-04,-0.05313527833108019
2009-02-13,-0.05275377542130907
2010-05-28,-0.05270673262463601
2009-02-17,-0.05269799479308588
2009-12-17,-0.05269600448256537
2015-05-25,-0.05258565072193491
2009-11-23,-0.052532935389618465
2013-03-01,-0.05251345153699738
2016-01-19,-0.05248624783983273
2011-11-15,-0.05228296194820526
2015-08-31,-0.052267313027618875
2010-05-27,-0.05223463101140563
2009-03-06,-0.05171916136763191
2009-09-16,-0.05144802101748173
2009-10-26,-0.05132328131590034
2009-09-24,-0.05095863911221612
2009-11-24,-0.05095431895560415
2010-11-25,-0.05057887748644321
2015-01-28,-0.050557112545811446
2015-07-10,-0.05041932907348247
2016-04-15,-0.05037573994334109
2009-08-17,-0.050330067159830266
2009-02-20,-0.05028323778323782
2015-04-30,-0.05013379257203853
2015-07-27,-0.05009780738622525
2010-06-29,-0.05008449008881111
2015-01-07,-0.0500769802870088
2014-02-19,-0.049595869465404174
2009-09-18,-0.049467292143926506
2016-05-05,-0.04944429232837154
2012-03-26,-0.04919309394859595
2009-04-21,-0.04916200699698001
2015-01-14,-0.04894901239714256
2009-05-20,-0.048911072716025655
2009-08-03,-0.048708354568091625
2009-08-06,-0.04852693878442414
2016-05-04,-0.04812336031606557
2016-01-14,-0.04806352182321046
2010-01-25,-0.04794156267559297
2015-07-29,-0.04778163943435499
